index,date,subject,replicate,noise-level,intent,body orientation,ring,hand,hand rest (stability),hand orientation,gestures,firebase,time,X_trial,X_num_taps,X_detected_starts,X_extra_starts_in_front,X_extra_starts_in_end,sanity check,trial,gesture_num
112,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
113,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
114,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
115,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
116,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
117,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
118,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
119,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
120,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
121,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
122,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
123,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
124,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
125,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
126,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
127,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
128,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
129,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
130,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
131,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
132,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
133,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
134,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
135,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
136,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
137,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
138,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
139,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
140,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
141,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
142,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
143,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
144,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
145,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
146,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
147,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
148,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
149,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",b,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,2
150,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
151,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
152,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
153,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
154,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
155,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
156,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",f,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,6
157,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
158,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",i,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,9
159,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, thigh-level)",d,7A603F4E-26E2-4554-A1E0-DDBB11322975.json,1:53:00 PM,3,80,44,4,0,40,3,4
160,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
161,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
162,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
163,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
164,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
165,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
166,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
167,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
168,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
169,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
170,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
171,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
172,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
173,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
174,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
175,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
176,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
177,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
178,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
179,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
180,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
181,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
182,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
183,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
184,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
185,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
186,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
187,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
188,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
189,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
190,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
191,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",i,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,9
192,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
193,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
194,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
195,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
196,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",d,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,4
197,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",b,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,2
198,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
199,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","-45 deg (in air, chair-level)",f,4D0D047F-D491-4CB5-8E62-85F6CC5D9FDE.json,1:56:00 PM,4,80,41,1,0,40,4,6
200,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
201,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
202,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
203,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
204,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
205,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
206,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
207,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
208,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
209,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
210,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
211,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
212,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",b,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,2
213,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
214,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",f,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,6
215,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
216,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
217,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
218,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",d,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,4
219,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
220,April 2,Gati,1,clean,"small, as discrete as possible (wrist)",sitting in chair,"2-finger, pointer-index",right,no,"90 deg (in air, face-level)",i,C741CE85-2F28-4880-892D-DA1E7253AC2D.json,2:10:00 PM,5,80,43,2,1,40,5,9
